,propertyCode,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,newDevelopment,latitude,longitude,showAddress,url,description,status,newDevelopment,priceByArea,detailedType,suggestedTexts,hasPlan,topNewDevelopment,superTopHighlight,floor,hasLift,parkingSpace,dType,SubdType,dsugTextTit,dsugTexsubtit,dhasParking,dParkingIncl,Nuda
743,100145872,930000,flat,sale,144,True,2,2,Calle de Alfonso XII,Madrid,Madrid,Retiro,es,False,40.4085873,-3.6901456,False,https://www.idealista.com/inmueble/100145872/,"JERÓNIMOS Altor Asesores le ofrece esta espectacular propiedad con vistas a uno de los símbolos más característicos del Parque del Retiro, el Real Observatorio Astronómico de Madrid. Situado en el barrio más cotizado de la capital, en un enclave privilegiado en el cual no existe el ruido ni el ajetreo, a pesar de vivir en pleno corazón de la ciudad. Conexiones únicas ya que se encuentra frente al intercambiador más importante, Puerta de Atocha, con las mejores conexiones de todo el país. Segunda planta exterior a los jardines de la finca. Servicios centrales y conserje. Consta de un amplio salón comedor con acceso a una preciosa terraza acristalada. Dos dormitorios dobles en los cuales destaca el almacenaje, ya que poseen armarios empotrados de gran capacidad. Dos cuartos de baño, uno de ellos en suite. Cocina independiente completamente amueblada y equipada, además de un extenso office. Suelos de madera, paredes lisas y ventanales climalit con rotura de puente térmico. PLAZA DE GARAJE Y TRASTERO DE UNOS 15M2, AMBOS DE ACCESO DIRECTO INCLUIDOS EN EL PRECIO.",good,False,6458,{'typology': 'flat'},"{'subtitle': 'Jerónimos, Madrid', 'title': 'Piso en Calle de Alfonso Xii'}",False,False,False,2,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",flat,,Piso en Calle de Alfonso Xii,"Jerónimos, Madrid",True,True,0
744,101397010,498000,flat,sale,110,True,2,1,barrio Pacífico,Madrid,Madrid,Retiro,es,False,40.4060843,-3.6839188,False,https://www.idealista.com/inmueble/101397010/,"GREENLIVING vende en EXCLUSIVA, este piso ubicado en la zona sur del Retiro a 200 metros de su acceso y a 3 minutos andando a la estación de Atocha. Se trata de una primera planta exterior, luminosa ya que una parte de la vivienda da a la calle de acceso con un edificio bajo enfrente que no le resta luz, y la zona interior de la vivienda da a un amplio patio de manzana que le dota de luz a cocina y dos estancias. Se entra directamente a un generoso salón de 36m2 con ventana a la calle y desde donde se accede a un dormitorio con ventana a la misma orientación, baño en suite, comunicado a su vez con otro dormitorio que da al patio de manzana y un vestidor contiguo comunicado de nuevo con el salón. También desde el salón se accede a la amplia cocina con zona de office y ventanales a patio de manzana. La vivienda es de planta cuadrada con estancias amplias actualmente, por lo que resultaría muy fácil sacar un segundo baño y una tercera habitación y un hall de entrada dando independencia al salón si se quisiera. Las paredes son lisas, las ventanas de climalit oscilobatientes, suelos de tarima, armarios en las dos habitaciones y una habitación vestidor con otros tres cuerpos de armario. La cocina, de gas y vitrocerámica, está dotada de gran cantidad de armarios y de zona de almacenaje y cocinado con gran espacio de encimera y zona de office con espacio suficiente para una mesa. Se vende con los electrodomésticos incluídos En la planta de sótano del edificio hay un trastero de unos 9 m3. La finca tiene portero físico, y está ubicado en una calle de poco tránsito y muy tranquila pero a unos metros de la calle de compras y servicios de la zona.",good,False,4527,{'typology': 'flat'},"{'subtitle': 'Pacífico, Madrid', 'title': 'Piso'}",True,False,False,1,True,,flat,,Piso,"Pacífico, Madrid",,,0
745,99983784,665000,flat,sale,185,True,5,2,barrio Jerónimos,Madrid,Madrid,Retiro,es,False,40.4067154,-3.6830547,False,https://www.idealista.com/inmueble/99983784/,"Excelente piso exterior en Retiro (Jerónimos) La vivienda cuenta con 165 m2 que se distribuyen en 2 salones, 5 dormitorios, 2 baños, cocina con terraza y despensa. Esta vivienda tiene 7 ventanas al exterior El primer salón es ideal para pasar consultas privadas de médicos, abogados, psicólogos,.. . etc. , quedando otro salón para uso familiar.. . Exterior muy luminoso, hace esquina con orientación Sur y oeste.  Cuenta con armarios empotrados y calefacción central. Finca con ascensor y portero físico.  Plaza de garaje con vigilante las 24h. El barrio Jerónimos se trata del más elegante y señorial de Madrid donde se puede disfrutar de espacios de cultura, edificios históricos y una gran oferta en restauración. El edificio se encuentra junto al parque del Retiro, a escasos minutos andando del metro (Menéndez Pelayo), del tren de cercanías y AVE (Estación de Atocha). Multitud de autobuses( 14, 10, C, 26, 32, 152,.. . ) Y a unos 25 minutos andando de Sol, Goya... , También tiene un fácil acceso a la M-30. Si quieres vivir junto al parque de Retiro no dudes en llamarnos para visitar esta vivienda. Estaremos encantados de enseñártela sin ningún compromiso. No cobramos comisión al comprador.",good,False,3595,{'typology': 'flat'},"{'subtitle': 'Jerónimos, Madrid', 'title': 'Piso'}",True,False,False,en,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",flat,,Piso,"Jerónimos, Madrid",True,True,0
746,101695020,1200000,flat,sale,212,True,4,2,Paseo de la Infanta Isabel,Madrid,Madrid,Retiro,es,False,40.4060064,-3.6894854,False,https://www.idealista.com/inmueble/101695020/,"Piso en venta en la zona de JERONIMO, frente a estación Atocha, perteneciente al distrito de RETIRO.  La vivienda se localiza en la planta SEXTA del edificio, que dispone de ascensor, con portero, data del año 1952 y cuenta con ITE FAVORABLE.  La vivienda se encuentra PARA ACTUALIZAR, es EXTERIOR. El inmueble destaca por tener unas vistas impresionantes, es muy luminoso y cuenta con muy buena distribución. Dispone de 212metros cuadrados, distribuidos en: -Una entrada -Un pasillo distribuidor -Salón independiente que se dividen en tres zonas, que se puede convertir perfectamente en otras dos zonas.  -Cocina independiente. -Cuatro dormitorios amplios y luminosos.  -Dos cuartos de baño. Transporte: Metro: esta a escasos metros de Estación de Arte y Atocha renfe.  Cercania: La vivienda esta frente de la Estación Atocha, con servicios de cercanias (C-1, C-2, C-3, C-4, C-5, C-7, C-8 y C-10) Autobús: 001, 10, 14, 19, 26, 32, 37, 59, 102, N403, N803,  Zona: Zona Jerónimo es un de los barrios más más elegantes y aristocráticos de Madrid, En él se encuentran el parque del Retiro y la iglesia de los Jerónimos, de donde proviene su nombre. Destacan entre sus edificios más emblemáticos, el Museo del Prado, la iglesia de San Jerónimo el Real, la Real Academia Española, el Ayuntamiento de Madrid, el Hotel Ritz, el palacio de la Bolsa de Madrid, el Cuartel General de la Armada o el Museo Nacional de Artes Decorativas. En el barrio de Los Jerónimos, además del parque del Retiro, se ubica desde el siglo xviii y frente a la fachada sur del Museo del Prado, el Real Jardín Botánico.",renew,False,5660,{'typology': 'flat'},"{'subtitle': 'Jerónimos, Madrid', 'title': 'Piso en Paseo de la Infanta Isabel'}",True,False,False,6,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 110000.0}",flat,,Piso en Paseo de la Infanta Isabel,"Jerónimos, Madrid",True,False,0
747,99591075,440000,flat,sale,109,True,3,2,Paseo de las Delicias,Madrid,Madrid,Arganzuela,es,False,40.4016759,-3.6928299,False,https://www.idealista.com/inmueble/99591075/,"Gran oportunidad para vivir en una de las mejores zonas de Madrid Inmobiliarias Inmoges vende exclusivo piso con ubicación premium, en la ultima planta del edifico en urbanización cerrada con zona de parking, cuarto de basuras y sala de reuniones. Vivienda de 109 metros con reforma integral en el año 2000, todo exterior, 3 dormitorios (antes 5), amplio salón de 25metros, cocina amueblada con encimera de granito, 1 baño completo en mármol exterior con ducha, aseo exterior, terraza en salón de 5 metros, balcón en dormitorio.  Caracteristicas adicionales: -A/A en salón y 2 dormitorios.  -Cocina amueblada y totalmente equipada con encimera granito  -Suelos cerámicos antideslizante  -Ventanas oscilobatientes  -Maleteros -Amplios armarios empotrados -Pintura lisa  -Baños exteriores  -Solo 2 vecinos por planta -zona de parking -urbanización cerrada -ultimo piso (7º planta) -Muy luminoso La vivienda se encuentra situada en una inmejorable ubicación con parada de metro Delicias en la misma puerta del edificio y enfrente del Museo del Ferrocarril y muy cerca del museo Reina Sofía, y del Espacio Polivalente Matadero, así como del parque Enrique Tierno Galván y los espléndidos jardines de Madrid Río. No dude en ponerse en contacto con la comercial que gestiona esta vivienda. INMOGES VENDE SIN COMISION PARA EL COMPRADOR, LLEVANDO MAS DE 30 AÑOS PRESTANDO NUESTROS SERVICIOS.",good,False,4037,{'typology': 'flat'},"{'subtitle': 'Delicias, Madrid', 'title': 'Piso en Paseo de las Delicias'}",True,False,False,7,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",flat,,Piso en Paseo de las Delicias,"Delicias, Madrid",True,True,0
748,101114454,585000,flat,sale,140,True,4,2,Paseo de la Reina Cristina,Madrid,Madrid,Retiro,es,False,40.4083728,-3.6861445,False,https://www.idealista.com/inmueble/101114454/,"Jerónimos - Retiro Hermoso y amplio piso en una privilegiada ubicación frente a Atocha, en muy buen estado y con 140m2 construidos que se dividen en: -4 Habitación dobles todas con armarios. Luminosas, acogedoras y muy cómodas. -1 cocina amplia, amueblada, luminosa y con office -2 Baños, uno con plato de ducha y otra con bañera -Amplio salón comedor lleno de luz Cuando entras a este piso tendrás un recibidor al que le podrás colocar un mueble y perchero para tener todo a mano antes de salir o al entrar de tu hogar. Cerca de Atocha y del metro de Menendez Pelayo, lo que significa una ventajosa comunicación. Los alrededores son encantadores y llenos de paseos, bares y restaurantes todo en una zona tranquila. ¿Quieres más espacios verdes? Tendrás al Parque del Retiro a pocos minutos caminando.  Estar cerca del Retiro no sólo significa estar a metros del uno de los espacios verdes más lindos de Madrid, sino que también ofrece actividades culturales todo el año.  Es GRAN OPORTUNIDAD, no lo dudes y ven a conocerlo. Accesibilidad: •Línea 1: Estación de Menendez Pelayo, Atocha •Buses 10, 14, 26, 32, C2, N9 •Atocha Servicios: •Bancos •Clínica veterinaria •Supermercados •Escuelas •Centro Medico Maestranza Recreación: •Parque el Retiro •Centros Deportivos •Áreas infantiles •Bares y restaurantes •Museos ¿Por qué SERVIFINCAS? Tenemos más de 18 años de experiencia en el mercado inmobiliario de Madrid. Disponemos de un servicio de asesoría integral y siempre estaremos acompañándote en cada paso del proceso. Si nos facilita su número de teléfono, nos pondremos en contacto a la brevedad para una atención más ágil y personalizada. SERVIFINCAS NO COBRA COMISION AL COMPRADOR.",good,False,4179,{'typology': 'flat'},"{'subtitle': 'Jerónimos, Madrid', 'title': 'Piso en Paseo de la Reina Cristina'}",True,False,False,5,True,,flat,,Piso en Paseo de la Reina Cristina,"Jerónimos, Madrid",,,0
749,100915703,550000,flat,sale,112,True,4,2,Paseo de la Infanta Isabel,Madrid,Madrid,Retiro,es,False,40.4094507,-3.6909287,False,https://www.idealista.com/inmueble/100915703/,"REMAX BUILDING ofrece en exclusiva este maravilloso piso sin comisión al comprador. A tan solo unos metros de la estación de Atocha y el parque del Retiro, en el Barrio de Los Jerónimos, encontramos este piso de 112m2 construidos y 101 útiles con maravillosas vistas y varios balcones a la calle Paseo de la Infanta Isabel. Su construcción es de 1930, cuenta con ascensor y no tiene muros de carga, tan solo algunas columnas de metal que hacen que sus posibilidades de reforma sean múltiples.  Actualmente cuenta con 4 dormitorios, 1 baño y 1 aseo, de los que 2 dormitorios y el salón son exteriores y los otros 2 dormitorios, baños y cocina dan a un amplio patio interior, todos ellos con ventana. Su altura de techos es de 3 metros y por su orientación sur, es muy luminoso ya que no hay ningún edificio alto que le haga sombra.  El piso cuenta con calefacción central y el suelo es de tarima. Sus ventanas son climalit. Visitas al:    Si, se puede vivir a unos pasos del parque del Retiro, de la estación de Atocha y los principales museos de la capital! al mejor precio¡ El inmueble está ubicado en una de las mejores zonas del centro de Madrid. Su estratégica ubicación lo hace ideal, no solo para la estación de tren, sino por su fácil acceso a la M30 y distintas líneas de autobús.  Contacte con la inmobiliaria más premiada del mundo, REMAX es la franquicia inmobiliaria número 1 en el mundo, la compañía que más casas vende en el mundo y primera marca en reconocimiento y confianza. Somos más de 140.000 agentes en 8.300 oficinas repartidas por más de 110 países.",renew,False,4911,{'typology': 'flat'},"{'subtitle': 'Jerónimos, Madrid', 'title': 'Piso en Paseo de la Infanta Isabel'}",True,False,False,2,True,,flat,,Piso en Paseo de la Infanta Isabel,"Jerónimos, Madrid",,,0
750,101670094,200000,flat,sale,36,False,1,1,Calle de las Delicias,Madrid,Madrid,Arganzuela,es,False,40.4036041,-3.6893756,False,https://www.idealista.com/inmueble/101670094/,"La Casa Agency pone en venta este espectacular piso situado en una de las mejores zonas del barrio de Palos de Moguer, concretamente en la Calle Delicias, muy cercano a la estación de Atocha y a Calle General Lacy. Situado en una quinta planta con ascensor, el inmueble está completamente reformado y disponible para entrar a vivir, sin necesidad de reforma. Este piso, de 36 metros cuadrados, se distribuye de la siguiente manera: Al entrar en la vivienda, nos encontramos con un amplio salón - comedor, con aire acondicionado y calefacción. A nuestra derecha está la cocina, completamente equipada y con ventana, lo que le aporta una gran luminosidad y ventilación cruzada. Desde el salón también se accede a la amplia habitación, con cama de matrimonio y armario empotrado. El cuarto de baño, tipo suite, cuenta con plato de ducha completamente reformada y ventana. Ponte en contacto con nosotros para más información y estaremos encantados de ayudarte. Este anuncio es informativo.",good,False,5556,{'typology': 'flat'},"{'subtitle': 'Palos de Moguer, Madrid', 'title': 'Piso en Calle de las Delicias'}",True,False,False,5,True,,flat,,Piso en Calle de las Delicias,"Palos de Moguer, Madrid",,,0
751,101783595,387000,flat,sale,95,True,3,1,Calle Santa María de la Cabeza,Madrid,Madrid,Arganzuela,es,False,40.4075282,-3.6933978,False,https://www.idealista.com/inmueble/101783595/,"**CONTACTA POR WHATSAPP 6_0_2_2_5_9_1_9_2** LA CASA AGENCY VENDE: Vivienda con una superficie de 95 m2 construidos, distribuida en tres dormitorios dobles; 2 de ellos con armario empotrado, salón comedor bastante amplio y luminoso con salida a una agradable terraza orientación sureste de unos 4 m2, un baño completo y cocina independiente completamente equipada.  Se encuentra en buen estado de conservación necesitando simplemente una actualización a gusto, además la vivienda es completamente exterior.  Cuenta con grandes posibilidades de reforma si quieres crear el piso de tus sueños, sin grandes muros de carga ni vigas que te condicionen los espacios. La finca está adaptada para personas con movilidad reducida. Cuenta con ascensor, calefacción central por gas natural y además cuenta con portero físico. ¿Te lo vas a perder? *NOTA INFORMATIVA: el precio del inmueble no incluye los honorarios de la inmobiliaria, ni los tributos que gravan la compraventa (ITP), ni gastos notariales ni registrales. *.",good,False,4074,{'typology': 'flat'},"{'subtitle': 'Palos de Moguer, Madrid', 'title': 'Piso en Calle Santa María de la Cabeza'}",False,False,False,3,True,,flat,,Piso en Calle Santa María de la Cabeza,"Palos de Moguer, Madrid",,,0
752,101582297,729000,flat,sale,72,True,2,2,Calle de Sánchez Bustillo,Madrid,Madrid,Centro,es,False,40.4079549,-3.6923669,False,https://www.idealista.com/inmueble/101582297/,"Piso totalmente reformado con vistas despejadas al Museo de Arte Reina Sofía. Se trata de una vivienda exterior con balcón, distribuida en salón, comedor con cocina integrada, dos dormitorios, uno en suite, + y dos baños. En la reforma se han empleado materiales de primera calidad. El piso se entrega totalmente amueblado y con la cocina equipada con todos los electrodomésticos.  El edificio cuenta con ascensor y tiene la IEE pasada recientemente. Ubicado a 5 minutos de la Estación de Atocha, y en el triángulo de los museos, se trata de una excelente inversión tanto para vivir como para invertir y alquilar con una alta rentabilidad. Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en ubicaciones como Salamanca, Chamberí, Chamartín, Pozuelo de Alarcón, en Madrid, y en Barcelona. Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente.",good,False,10125,{'typology': 'flat'},"{'subtitle': 'Lavapiés-Embajadores, Madrid', 'title': 'Piso en Calle de Sánchez Bustillo'}",True,False,False,2,True,,flat,,Piso en Calle de Sánchez Bustillo,"Lavapiés-Embajadores, Madrid",,,0
753,100915713,640000,flat,sale,124,True,3,2,barrio Pacífico,Madrid,Madrid,Retiro,es,False,40.4031819,-3.6823018,False,https://www.idealista.com/inmueble/100915713/,"Piso alto reformado en zona Téllez con garaje Alto, luminoso, reformado con una excelente distribución de los espacios, esta propiedad está para entrar a vivir y cuenta con 124m2, 3 dormitorios grandes con una amplia plaza de garaje, ubicada en una zona tranquila y codiciada de Téllez, a 12 minutos del Parque del Buen Retiro. Bonito edificio con portero físico las 24 horas. Desde su quinta planta, el piso recibe buena cantidad de luz natural por su orientación al Oeste y grandes ventanas. Dispone de 3 amplias habitaciones con armarios empotrados, una con baño en suite. La propiedad cuenta con un amplio salón-comedor, con vistas despejadas al que accedemos desde el hall de entrada. La cocina, de tamaño grande, se presenta con bastantes espacios de almacenaje. Gran plaza de garaje y trastero incluidos en el precio. Aire acondicionado por conductos y calefacción central. Carpintería nueva y de calidad. Doble ascensor y portero físico las 24 horas. Llámanos para más detalles. No se cobra comisión al comprador. Ubicada a 12 minutos del Parque Retiro, esta propiedad se enclava en una de las mejores zonas, más tranquilas y seguras de Pacifico con acceso directo a la Estación de Atocha, Paseo de Recoletos, Alfonso XII, distrito centro de Madrid y zona de museos. Desplazamiento inmediato a M30 y A3. Dispone de magníficas comunicaciones mediante transporte público. Barrio tranquilo y tradicional, donde conviven el comercio de calidad, los servicios públicos y una variada oferta de hostelería.  Excelente comunicación y accesos directos a la M30, M40 y la A3, además de la cercanía del AVE Renfe de Atocha y a los hospitales de Niño Jesús o Gregorio Marañón con autobuses a pie de calle. Metro Menéndez Pelayo a 4 minutos andando.",good,False,5161,{'typology': 'flat'},"{'subtitle': 'Pacífico, Madrid', 'title': 'Piso'}",True,False,False,,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",flat,,Piso,"Pacífico, Madrid",True,True,0
754,101560618,395000,flat,sale,90,True,1,1,Calle de Embajadores,Madrid,Madrid,Arganzuela,es,False,40.3913583,-3.6905577,False,https://www.idealista.com/inmueble/101560618/,"Gilmar Consulting Inmobiliario, te ofrece este espectacular apartamento en la mejor urbanización de Metales, construido por BALUARTE con piscina climatizada, piscina de verano, vigilancia 24 h, gimnasio, junto al metro de Legazpi y excelentes calidades. La vivienda dispone de salón comedor y cocina independientes, 1 dormitorio y 1 baño completo. Suelos de mármol, calefacción hilo radiante, puertas lacadas, aire acondicionado con bomba de calor por conducto. Trastero incluido en el precio. Lo mejor de la zona, anímese a conocerlo, le encantará. La zona cuenta con una completísima oferta de ocio, gastronomía y comercios a escasos metros de la vivienda. Está muy bien comunicada por transporte público, Junto a Metro Legazpi y cercano a Puerta de Atocha y Delicias, varias líneas de autobuses y con una excelente salida a la M-30. Dentro del distrito de Arganzuela de Madrid destaca su proximidad al centro y a zonas culturales como El Museo Reina Sofía y Museo del Prado, que hacen de su ubicación un lugar perfecto para disfrutar de actividades culturales y de ocio, sin prescindir de áreas de recreo y esparcimiento como el Parque del Retiro y Madrid Rio. Su situación le confiere un atractivo único y especial. En más de 30 años de andadura, Gilmar ha logrado alcanzar un espacio de privilegio dentro del Sector Inmobiliario de alto standing. Cubrimos todas las necesidades inmobiliarias: viviendas, oficinas, locales comerciales, solares, fincas rústicas, terrenos para construir.. . y cualquier tipo de operaciones: compraventa y alquiler. Disponemos de más de 30 oficinas en Madrid, Marbella, Estepona, Puerto Banús, Sevilla, Cádiz, Jerez e islas Canarias. Nuestra sede central está ubicada en la calle Goya, 47. Durante más de 38 años hemos demostrado nuestra profesionalidad y atención exquisita Gilmar cuenta con más de 4.000 viviendas en venta, pisos de segunda mano, pisos nuevos, chalets, villas, fincas rústicas… Visita nuestra web y encuentra la mejor inversión inmobiliaria de la mano de los mejores profesionales del sector inmobiliario. Madrid capital: -Arganzuela (Acacias, Delicias, Legazpi, Palos de Moguer, Chopera, Imperial). - Centro (Lavapiés) Llámanos y te ayudaremos a encontrar la casa de tus sueños. Las mejores opciones de inversión para rentabilizar tu dinero"".",good,False,4389,{'typology': 'flat'},"{'subtitle': 'Legazpi, Madrid', 'title': 'Piso en Calle de Embajadores'}",True,False,False,5,True,,flat,,Piso en Calle de Embajadores,"Legazpi, Madrid",,,0
755,101010266,520000,flat,sale,100,True,3,2,Calle de Bolívar,Madrid,Madrid,Arganzuela,es,False,40.3935987,-3.6915768,False,https://www.idealista.com/inmueble/101010266/,"GILMAR ARGANZUELA/PASILLO VERDE, vende magnifica vivienda, exterior y super luminosa, situado en urbanización con portero físico, video portero, piscina, sauna y gimnasio. Con garaje y trasero incluidos. Tiene una superficie de 100 m2 aproximados y cuenta con hall de entrada, salón y cocina independientes, 3 dormitorios y 2 baños ( 1 en suite). Cuenta con calefacción y agua caliente individual por gas natural y aire acondicionado por conductos en toda la vivienda.  La vivienda tiene orientación Oeste. La zona cuenta con una gran dotación de servicios, centros de salud, colegios, gimnasios, así como una alta variedad de tiendas y mercados. Muy bien comunicado por transporte público, cerca del metro Legazpi (Líneas 3 y 6) y metro Arganzuela-Planetario (Línea 6) Concretamente en el barrio de Los Metales, dentro del distrito de Arganzuela. Su proximidad al centro y a zonas culturales como El Museo Reina Sofía y Museo del Prado hacen de su ubicación un lugar perfecto para disfrutar de actividades culturales y de ocio sin prescindir de zonas recreacionales y de esparcimiento como Parque del Retiro y Madrid Rio. Su situación confiere un atractivo único y especial.  Disponemos de más de 30 oficinas en Madrid, Marbella, Estepona, Puerto Banús, Sevilla, Cádiz, Jerez e islas Canarias. Nuestra sede central está ubicada en la calle Goya, 47. Durante más de 38 años hemos demostrado nuestra profesionalidad y atención exquisita  Gilmar cuenta con más de 4.000 viviendas en venta, pisos de segunda mano, pisos nuevos, chalets, villas, fincas rústicas… Visita nuestra web y encuentra la mejor inversión inmobiliaria de la mano de los mejores profesionales del sector inmobiliario. Madrid capital: -Arganzuela (Acacias, Delicias, Legazpi, Palos de Moguer, Chopera, Imperial). - Centro (Lavapiés) Llámanos y te ayudaremos a encontrar la casa de tus sueños. Las mejores opciones de inversión para rentabilizar tu dinero.",good,False,5200,{'typology': 'flat'},"{'subtitle': 'Delicias, Madrid', 'title': 'Piso en Calle de Bolívar'}",True,False,False,1,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",flat,,Piso en Calle de Bolívar,"Delicias, Madrid",True,True,0
756,100749740,325000,flat,sale,82,False,3,2,"Paseo de las Delicias, 106",Madrid,Madrid,Arganzuela,es,False,40.3959445,-3.6948735,True,https://www.idealista.com/inmueble/100749740/,"MODUS HOME PONE A TU DISPOSICIÓN PISO DE 3 DORMITORISO Y DOS BAÑOS COMPLETOS CON PATIO DE USO PRIVATIVO.  Se trata de un semi bajo de 82 metros construidos y 75 metros útiles, el piso está distribuido en:   -3 dormitorios. -2 Baños. -Salón/comedor. -Cocina. -Patio. Todas las estancias independientes.  Se encuentra muy cerca la estación de cercanías Atocha, Museo Reina Sofía y varias zonas comerciales. Zona con todos los servicios: supermercados, centro médico, parques y zonas de ocio y comerciales. Descripción detallada: -3 dormitorios: el dormitorio principal es en suite y cuenta con cama matrimonial, armario de gran tamaño, mesas de noche y ventana con puente de rotura térmico y acústico además de un baño completo, los otros dos dormitorios cuentan con cama matrimonial y armarios de gran tamaño, todos los dormitorios cuentan con ventana con cristales de puente de rotura térmico y acústico.  -2 Baños: uno de los baños esta ubicado en el dormitorio principal y cuenta con ducha con mampara, inodoro, lavabo y espejo con luces, el segundo baño está ubicado en el pasillo y cuenta con ducha con mampara, lavabo con espejo y luces e inodoro.  -Salón/comedor: cuenta con mesa de comedor con 4 sillas, mesa de centro, sofá de 2, 2 butacas, mueble decorativo y con almacenaje para TV, armario de almacenaje, Aire acondicionado.  -Cocina: completamente equipado, cuenta con frigorífico grande, lavavajillas, horno, cocina a gas grande, muebles altos y bajo de almacenaje. -Patio: cuenta con toldo automático, espacio suficiente para colocar mesa de exterior con 4 sillas, cuenta con un espacio para limpieza donde se encuentra la lavadora y la caldera y cuenta con un tendedero grande.  Equipamiento:  - Ventanas de doble acristalamiento.  - Calefacción a gas individualizada. - Aire acondicionado frío/calor. - Ventiladores de techo. -Toldo eléctrico.  Comunidad: 40€ No tiene cargas ni derramas. IBI: 350€.",good,False,3963,{'typology': 'flat'},"{'subtitle': 'Delicias, Madrid', 'title': 'Piso en Paseo de las Delicias, 106'}",True,False,False,bj,True,,flat,,"Piso en Paseo de las Delicias, 106","Delicias, Madrid",,,0
757,95354116,224200,flat,sale,49,True,1,1,"Paseo de las Delicias, 102",Madrid,Madrid,Arganzuela,es,False,40.3964023,-3.6946586,True,https://www.idealista.com/inmueble/95354116/,"Piso en venta en Madrid capital (Madrid). Dispone de una superficie de 49 m² distribuidos en 1 habitaciones con armarios empotrados, salón-comedor, amplia cocina abierta con barra de desayuno y 1 baño con bañera. El edificio cuenta con ascensor y está junto a un centro de salud. A su alrededor hay comercios, un colegio, bancos y paradas de autobús. Goza de fácil acceso en metro y tren. La principal vía de acceso es el paseo Santa María de la Cabeza a la A-42 y la M-30. Si quieres saber más, contacta con nosotros y aprovecha ahora esta magnífica oportunidad.",good,False,4576,{'typology': 'flat'},"{'subtitle': 'Delicias, Madrid', 'title': 'Piso en Paseo de las Delicias, 102'}",True,False,False,1,True,,flat,,"Piso en Paseo de las Delicias, 102","Delicias, Madrid",,,0
758,97901314,488000,flat,sale,110,True,3,2,Paseo de las Delicias,Madrid,Madrid,Arganzuela,es,False,40.3974477,-3.6924393,False,https://www.idealista.com/inmueble/97901314/,"GILMAR ARGANZUELA/ PASILLO VERDE, les ofrece este espectacular inmueble que consta de 3 dormitorios y 2 baños, exterior con terraza y orientación Este. Situado en la quinta planta de un edificio residencial con portero físico en el corazón de Arganzuela, con una gran luminosidad. Se presenta como una gran oportunidad para vivir en una de las mejores zonas de Madrid. Con una superficie de 116 m2 construidos, está fantásticamente distribuido en hall de entrada, salón comedor y cocina independientes, 3 dormitorios y 2 baños completos. También dispone de una plaza de garaje en el PAR de Juan de Vera.  La zona cuenta con una completísima oferta de ocio, gastronomía y comercios a escasos metros de la vivienda. Está muy bien comunicada por transporte público, Metro, varias líneas de autobuses y con una excelente salida a la M-30. Dentro del distrito de Arganzuela de Madrid destaca su proximidad al centro y a zonas culturales como El Museo Reina Sofía y Museo del Prado, que hacen de su ubicación un lugar perfecto para disfrutar de actividades culturales y de ocio, sin prescindir de áreas de recreo y esparcimiento como el Parque del Retiro y Madrid Rio. Su situación le confiere un atractivo único y especial. Disponemos de más de 30 oficinas en Madrid, Marbella, Estepona, Puerto Banús, Sevilla, Cádiz, Jerez e islas Canarias. Nuestra sede central está ubicada en la calle Goya, 47. Durante más de 38 años hemos demostrado nuestra profesionalidad y atención exquisita  Gilmar cuenta con más de 4.000 viviendas en venta, pisos de segunda mano, pisos nuevos, chalets, villas, fincas rústicas… Visita nuestra web y encuentra la mejor inversión inmobiliaria de la mano de los mejores profesionales del sector inmobiliario. Madrid capital: -Arganzuela (Acacias, Delicias, Legazpi, Palos de Moguer, Chopera, Imperial). - Centro (Lavapiés) Llámanos y te ayudaremos a encontrar la casa de tus sueños. Las mejores opciones de inversión para rentabilizar tu dinero.",good,False,4436,{'typology': 'flat'},"{'subtitle': 'Delicias, Madrid', 'title': 'Piso en Paseo de las Delicias'}",True,False,False,5,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",flat,,Piso en Paseo de las Delicias,"Delicias, Madrid",True,True,0
